Rpt Dist No,total_crime,shannon_index,normalized_shannon
0521,1011,1.5259820661837342,0.7338422531229225
0522,674,1.7232519051876518,0.8287089926055612
0523,202,1.5818373614896677,0.7607029723046754
0524,622,1.6121074538202884,0.775259809668888
0525,909,1.6855183502124351,0.8105629883929425
0526,1025,1.6372372582735835,0.7873446910899807
0527,55,1.5811432848239138,0.7603691919834488
0528,692,1.707820882147622,0.8212882391336631
0529,1919,1.6377379122312614,0.7875854547506285
0531,628,1.6341877812020917,0.7858782026071988
0532,573,1.7177466596826654,0.8260615291425878
0541,773,1.5998087647005546,0.7693453904013963
0551,749,1.6123622976729655,0.775382363656374
0555,747,1.6844125577005227,0.8100312146018798
0557,1326,1.667258520455452,0.8017818664469837
0558,841,1.6882964678240302,0.8118989805600273
0559,89,1.3916917070510462,0.6692622414029469
0561,189,1.5614591195816436,0.7509031094570948
0562,502,1.6090444795880767,0.7737868304238271
0563,1809,1.6592620782962477,0.7979363906310373
0564,1556,1.6599179244797422,0.7982517859765417
0565,620,1.5491619630534035,0.744989427210319
0566,1312,1.6526379521176457,0.7947508593016733
0567,711,1.7713891114784095,0.8518580955382029
0569,247,1.410228850519568,0.6781767230543747
0581,262,1.5748186759877965,0.7573276980489725
0583,291,1.5989136010869605,0.7689149076993574
0584,437,1.7050510767881784,0.8199562443148974
0585,1292,1.6737217243250782,0.8048900105039717
0587,787,1.6526294714963814,0.794746780984926
0589,368,1.5598466692660578,0.7501276847657696
0599,12,1.286057336874379,0.6184628474025112
0600,1,-0,-0
0615,715,1.3984401926078418,0.6725075769517135
0621,193,1.4842955931210078,0.7137952971363403
0622,1254,1.5575400966365045,0.74901845780106735
0625,711,1.621466207951844,0.7797604190603861
0626,458,1.6122615248279937,0.7753339021618083
0627,441,1.4719351720946368,0.7078511910969919
0628,873,1.558964612041521,0.7497035049045632
0629,515,1.387422529936148,0.6672092011855001
0631,317,1.6821770824088642,0.8089561782294445
0632,1385,1.6006264058668553,0.7697385926866792
0635,501,1.454056274299541,0.6992532587018101
0636,3498,1.6304858177632622,0.7840979345089483
0637,1351,1.5886271136812642,0.7639681529099025
0638,1326,1.526156796630719,0.7339262807060416
0639,1370,1.517149818391798,0.7295948397598129
0642,701,1.5835432018504356,0.7615233081143515
0643,2083,1.631616135641168,0.7846415025079758
0644,1432,1.6259349401815288,0.7819094250026617
0645,4281,1.6548718146078099,0.7958251200805359
0646,3819,1.630045163842596,0.783886024766917
0647,2502,1.6879385448992683,0.8117268560171692
0648,1779,1.6482243366081453,0.7926283588990243
0649,650,1.6028166959909502,0.7707918995867258
0656,973,1.6459184417904669,0.7915194578929322
0657,905,1.6586310795921757,0.7976329443973132
0659,656,1.6132755119772253,0.7758215269057156
0663,1888,1.586722414276594,0.7630521861147352
0665,19,1.2805340475238802,0.6158067066840581
0666,2574,1.6749881887890894,0.8054990511712021
0667,977,1.6244091446614237,0.7811756724592397
0668,1815,1.521853675818711,0.7318569170207648
0669,896,1.6052082775098377,0.771942007185786
0676,974,1.644017725927041,0.7906054067761644
0677,675,1.612089812422995,0.7752513259500914
0678,1041,1.6625517686649869,0.799518397291384
0679,401,1.5982442266552346,0.7685930066416412
0696,2,-0,-0
0697,1,-0,-0
0699,2,0.6931471805599453,0.33333333333333337
0700,2,0.6931471805599453,0.33333333333333337
0701,1807,1.5055544707331683,0.7240186562383167
0702,1814,1.6082978971445279,0.7734278001608529
0704,1,-0,-0
